ticker,time,current_price,min,max,n_window_sma,percentage_change,abs_change
GM,2021-08-15T16:17:16.404170200Z,$53.65,$16.80,$63.92,$56.22,145.28%,$16.72
HOG,2021-08-15T16:17:16.404170200Z,$40.90,$14.90,$51.80,$42.33,112.78%,$4.64
MAR,2021-08-15T16:17:16.404170200Z,$134.38,$59.08,$157.50,$139.98,89.06%,$-16.50
LLY,2021-08-15T16:17:16.404170200Z,$264.21,$115.94,$268.58,$244.20,206.27%,$136.12
KR,2021-08-15T16:17:16.404170200Z,$42.81,$25.90,$42.81,$39.92,154.90%,$15.17
L,2021-08-15T16:17:16.404170200Z,$55.64,$28.59,$58.87,$54.19,105.97%,$3.14
INTC,2021-08-15T16:17:16.404170200Z,$53.49,$43.21,$67.84,$54.84,91.21%,$-5.15
HWM,2021-08-15T16:17:16.404170200Z,$32.12,$10.58,$35.71,$32.68,101.97%,$0.62
HIG,2021-08-15T16:17:16.404170200Z,$68.04,$25.34,$69.13,$63.28,116.38%,$9.58
HPQ,2021-08-15T16:17:16.404170200Z,$29.01,$12.60,$35.34,$29.06,146.59%,$9.22
IPG,2021-08-15T16:17:16.404170200Z,$37.52,$11.81,$37.52,$34.20,177.19%,$16.34
IEX,2021-08-15T16:17:16.404170200Z,$223.99,$112.14,$228.77,$224.55,131.77%,$54.01
MSFT,2021-08-15T16:17:16.404170200Z,$292.85,$133.75,$292.85,$284.06,185.11%,$134.64
NWSA,2021-08-15T16:17:16.404170200Z,$23.52,$8.10,$27.64,$24.69,166.22%,$9.37
MCK,2021-08-15T16:17:16.404170200Z,$198.43,$114.33,$206.42,$196.63,145.25%,$61.82
BEN,2021-08-15T16:17:16.404170200Z,$32.77,$14.25,$35.43,$30.86,137.42%,$8.92
NTRS,2021-08-15T16:17:16.404170200Z,$116.37,$59.96,$120.78,$113.59,113.37%,$13.72
MRK,2021-08-15T16:17:16.404170200Z,$76.72,$60.85,$83.66,$76.95,91.70%,$-6.94
MLM,2021-08-15T16:17:16.404170200Z,$385.44,$142.56,$390.42,$360.59,141.21%,$112.48
MSI,2021-08-15T16:17:16.404170200Z,$233.03,$122.04,$233.03,$223.58,147.74%,$75.30
LNC,2021-08-15T16:17:16.404170200Z,$70.41,$15.93,$70.63,$62.73,127.04%,$14.98
MNST,2021-08-15T16:17:16.404170200Z,$98.12,$50.97,$98.79,$93.63,154.03%,$34.42
IFF,2021-08-15T16:17:16.404170200Z,$156.75,$90.78,$156.78,$148.58,127.63%,$33.93
NLSN,2021-08-15T16:17:16.404170200Z,$23.01,$11.66,$28.04,$23.77,116.61%,$3.28
NSC,2021-08-15T16:17:16.404170200Z,$268.92,$115.77,$289.11,$260.33,140.94%,$78.11
NI,2021-08-15T16:17:16.404170200Z,$25.47,$19.79,$28.67,$25.01,99.46%,$-0.14
MET,2021-08-15T16:17:16.404170200Z,$62.49,$22.09,$66.15,$58.50,130.08%,$14.45
LEG,2021-08-15T16:17:16.404170200Z,$49.75,$21.44,$57.50,$49.12,104.81%,$2.28
LIN,2021-08-15T16:17:16.404170200Z,$309.40,$147.03,$309.40,$296.40,150.49%,$103.80
NWL,2021-08-15T16:17:16.404170200Z,$25.67,$9.95,$29.10,$26.41,144.71%,$7.93
MTB,2021-08-15T16:17:16.404170200Z,$139.94,$84.34,$166.12,$137.21,86.10%,$-22.59
MAS,2021-08-15T16:17:16.404170200Z,$62.60,$27.02,$66.60,$59.26,132.53%,$15.36
MCD,2021-08-15T16:17:16.404170200Z,$238.82,$133.04,$246.35,$236.98,123.34%,$45.19
LEN,2021-08-15T16:17:16.404170200Z,$108.17,$28.89,$108.84,$101.62,197.26%,$53.33
JPM,2021-08-15T16:17:16.404170200Z,$159.98,$75.32,$165.49,$153.88,119.74%,$26.37
NLOK,2021-08-15T16:17:16.404170200Z,$26.29,$14.42,$28.67,$25.91,181.00%,$11.77
MCHP,2021-08-15T16:17:16.404170200Z,$151.57,$54.89,$163.36,$143.48,143.60%,$46.02
KLAC,2021-08-15T16:17:16.404170200Z,$327.88,$111.90,$354.00,$322.10,183.89%,$149.58
MS,2021-08-15T16:17:16.404170200Z,$103.94,$24.95,$103.94,$94.59,224.07%,$57.55
NOC,2021-08-15T16:17:16.404170200Z,$363.11,$263.96,$377.51,$363.53,104.75%,$16.46
JBHT,2021-08-15T16:17:16.404170200Z,$175.61,$74.58,$180.47,$166.38,151.39%,$59.61
PSX,2021-08-15T16:17:16.404170200Z,$73.89,$39.47,$104.17,$76.11,70.93%,$-30.28
PM,2021-08-15T16:17:16.404170200Z,$101.59,$55.85,$101.59,$99.07,130.36%,$23.66
MDLZ,2021-08-15T16:17:16.404170200Z,$63.36,$40.57,$65.23,$63.22,120.52%,$10.79
MMC,2021-08-15T16:17:16.404170200Z,$151.64,$74.80,$151.64,$145.39,139.32%,$42.80
OTIS,2021-08-15T16:17:16.404170200Z,$90.66,$39.36,$91.28,$86.74,203.61%,$46.13
IP,2021-08-15T16:17:16.404170200Z,$59.22,$24.94,$64.65,$59.49,139.74%,$16.84
NUE,2021-08-15T16:17:16.404170200Z,$126.17,$27.09,$126.17,$100.26,240.18%,$73.64
MDT,2021-08-15T16:17:16.404170200Z,$128.34,$70.52,$131.46,$127.56,115.84%,$17.55
NEM,2021-08-15T16:17:16.404170200Z,$58.84,$38.26,$73.83,$61.68,140.96%,$17.10
JNJ,2021-08-15T16:17:16.404170200Z,$176.25,$107.54,$176.25,$170.96,125.58%,$35.90
MRO,2021-08-15T16:17:16.404170200Z,$12.10,$3.08,$14.17,$12.19,89.95%,$-1.35
LRCX,2021-08-15T16:17:16.404170200Z,$580.41,$184.02,$666.66,$624.65,198.93%,$288.65
MTD,2021-08-15T16:17:16.404170200Z,$1537.49,$589.41,$1537.49,$1463.09,190.98%,$732.43
PCAR,2021-08-15T16:17:16.404170200Z,$81.14,$48.59,$99.25,$85.01,105.26%,$4.06
PAYC,2021-08-15T16:17:16.404170200Z,$463.73,$165.01,$468.56,$400.99,170.61%,$191.93
NWS,2021-08-15T16:17:16.404170200Z,$22.78,$8.05,$25.95,$23.61,156.96%,$8.27
REGN,2021-08-15T16:17:16.404170200Z,$624.79,$336.18,$658.21,$587.34,167.35%,$251.44
IVZ,2021-08-15T16:17:16.404170200Z,$24.85,$6.41,$29.14,$25.14,149.74%,$8.25
OKE,2021-08-15T16:17:16.404170200Z,$52.45,$13.16,$66.39,$53.20,81.89%,$-11.60
QRVO,2021-08-15T16:17:16.404170200Z,$188.36,$69.36,$199.54,$191.91,162.44%,$72.40
PKG,2021-08-15T16:17:16.404170200Z,$146.42,$73.44,$154.05,$137.83,138.54%,$40.73
PYPL,2021-08-15T16:17:16.404170200Z,$274.91,$85.26,$308.53,$290.64,248.23%,$164.16
LH,2021-08-15T16:17:16.404170200Z,$302.04,$104.32,$302.04,$285.86,180.34%,$134.56
LW,2021-08-15T16:17:16.404170200Z,$66.49,$44.09,$93.92,$72.99,80.92%,$-15.68
ORCL,2021-08-15T16:17:16.404170200Z,$90.38,$38.82,$90.69,$87.16,172.50%,$37.99
LB,2021-08-15T16:17:16.404170200Z,$60.80,$9.15,$80.07,$71.33,352.69%,$43.56
KSU,2021-08-15T16:17:16.404170200Z,$292.66,$99.39,$312.87,$272.62,190.93%,$139.38
KEY,2021-08-15T16:17:16.404170200Z,$20.68,$7.69,$23.33,$19.86,109.51%,$1.80
MHK,2021-08-15T16:17:16.404170200Z,$209.16,$58.66,$229.74,$194.81,155.17%,$74.37
KEYS,2021-08-15T16:17:16.404170200Z,$166.10,$78.28,$167.07,$159.63,159.42%,$61.91
PEG,2021-08-15T16:17:16.404170200Z,$64.72,$35.25,$64.72,$61.67,116.31%,$9.08
SYF,2021-08-15T16:17:16.404170200Z,$51.81,$12.24,$51.81,$47.87,150.66%,$17.42
NDAQ,2021-08-15T16:17:16.404170200Z,$190.99,$71.54,$190.99,$182.93,181.26%,$85.62
NKE,2021-08-15T16:17:16.404170200Z,$171.69,$62.13,$173.85,$165.00,170.28%,$70.86
PFG,2021-08-15T16:17:16.404170200Z,$66.94,$22.83,$66.96,$62.74,128.67%,$14.91
NOV,2021-08-15T16:17:16.404170200Z,$13.22,$8.01,$25.36,$14.00,52.59%,$-11.92
CRM,2021-08-15T16:17:16.404170200Z,$251.56,$124.30,$281.25,$244.64,150.64%,$84.57
PKI,2021-08-15T16:17:16.404170200Z,$183.11,$66.47,$187.05,$166.54,186.01%,$84.67
KMB,2021-08-15T16:17:16.404170200Z,$136.48,$107.96,$153.81,$135.23,105.31%,$6.88
ODFL,2021-08-15T16:17:16.404170200Z,$281.00,$106.89,$281.00,$262.65,220.64%,$153.64
PNR,2021-08-15T16:17:16.404170200Z,$79.50,$22.31,$79.50,$71.54,176.10%,$34.35
SLB,2021-08-15T16:17:16.404170200Z,$28.35,$11.72,$39.11,$29.26,73.66%,$-10.14
SBUX,2021-08-15T16:17:16.404170200Z,$116.76,$55.00,$126.06,$119.09,134.47%,$29.93
QCOM,2021-08-15T16:17:16.404170200Z,$148.64,$59.28,$163.17,$143.82,173.59%,$63.01
PRGO,2021-08-15T16:17:16.404170200Z,$40.95,$39.70,$59.14,$46.67,82.08%,$-8.94
PFE,2021-08-15T16:17:16.404170200Z,$48.48,$25.44,$48.48,$42.06,140.12%,$13.88
NOW,2021-08-15T16:17:16.404170200Z,$587.83,$249.57,$595.50,$571.77,201.84%,$296.59
RSG,2021-08-15T16:17:16.404170200Z,$120.57,$64.47,$120.57,$115.31,137.95%,$33.17
MPC,2021-08-15T16:17:16.404170200Z,$59.15,$15.54,$64.09,$56.39,103.21%,$1.84
SBAC,2021-08-15T16:17:16.404170200Z,$353.81,$213.52,$353.81,$336.91,149.71%,$117.48
MSCI,2021-08-15T16:17:16.404170200Z,$630.02,$222.12,$630.02,$579.48,240.00%,$367.51
PRU,2021-08-15T16:17:16.404170200Z,$108.01,$36.37,$108.51,$101.38,124.24%,$21.07
PAYX,2021-08-15T16:17:16.404170200Z,$117.17,$48.14,$117.17,$111.90,145.12%,$36.43
MU,2021-08-15T16:17:16.404170200Z,$70.92,$34.47,$95.59,$77.65,128.04%,$15.53
PLD,2021-08-15T16:17:16.404170200Z,$131.98,$61.03,$131.98,$126.83,154.95%,$46.80
PWR,2021-08-15T16:17:16.404170200Z,$97.47,$23.66,$100.53,$90.20,238.65%,$56.63
LVS,2021-08-15T16:17:16.404170200Z,$39.96,$37.68,$72.61,$46.00,57.57%,$-29.46
RMD,2021-08-15T16:17:16.404170200Z,$275.10,$113.18,$277.97,$259.84,178.43%,$120.92
PEP,2021-08-15T16:17:16.404170200Z,$156.52,$100.13,$157.94,$153.86,120.42%,$26.54
KSS,2021-08-15T16:17:16.404170200Z,$54.49,$11.41,$63.77,$51.86,116.06%,$7.54
TAP,2021-08-15T16:17:16.404170200Z,$50.54,$32.65,$60.74,$50.78,95.48%,$-2.39
PVH,2021-08-15T16:17:16.404170200Z,$116.62,$29.05,$118.67,$105.37,110.82%,$11.39
PHM,2021-08-15T16:17:16.404170200Z,$54.34,$17.48,$62.19,$53.43,143.05%,$16.35
LDOS,2021-08-15T16:17:16.404170200Z,$95.64,$69.61,$120.62,$102.14,99.06%,$-0.90
PXD,2021-08-15T16:17:16.404170200Z,$151.60,$54.98,$170.11,$150.25,102.76%,$4.07
PSA,2021-08-15T16:17:16.404170200Z,$314.67,$153.77,$314.67,$309.91,157.02%,$114.27
TPR,2021-08-15T16:17:16.404170200Z,$44.23,$10.58,$49.12,$41.70,166.55%,$17.67
TMUS,2021-08-15T16:17:16.404170200Z,$144.94,$74.32,$149.41,$145.27,184.43%,$66.35
ROK,2021-08-15T16:17:16.404170200Z,$316.53,$117.98,$318.41,$299.18,158.26%,$116.52
PPG,2021-08-15T16:17:16.404170200Z,$169.78,$70.71,$181.67,$166.19,132.84%,$41.97
RCL,2021-08-15T16:17:16.404170200Z,$78.89,$22.33,$133.72,$78.52,59.17%,$-54.44
PG,2021-08-15T16:17:16.404170200Z,$143.64,$94.14,$143.95,$139.31,121.51%,$25.43
LHX,2021-08-15T16:17:16.404170200Z,$229.83,$146.76,$232.89,$225.78,116.24%,$32.10
KHC,2021-08-15T16:17:16.404170200Z,$37.87,$18.98,$44.12,$38.90,128.82%,$8.47
ROL,2021-08-15T16:17:16.404170200Z,$37.15,$20.80,$41.84,$36.61,169.66%,$15.25
RF,2021-08-15T16:17:16.404170200Z,$20.50,$7.00,$23.46,$19.55,127.42%,$4.41
RL,2021-08-15T16:17:16.404170200Z,$124.45,$60.65,$138.84,$115.36,106.41%,$7.49
IRM,2021-08-15T16:17:16.404170200Z,$46.10,$19.58,$46.72,$43.86,170.59%,$19.08
RJF,2021-08-15T16:17:16.404170200Z,$138.94,$53.65,$138.94,$131.13,157.17%,$50.54
NVDA,2021-08-15T16:17:16.404170200Z,$201.88,$49.02,$206.99,$197.84,337.34%,$142.04
SRE,2021-08-15T16:17:16.404170200Z,$133.77,$84.04,$152.81,$132.07,94.59%,$-7.65
KMI,2021-08-15T16:17:16.404170200Z,$17.21,$8.97,$19.99,$17.54,92.09%,$-1.48
OXY,2021-08-15T16:17:16.404170200Z,$25.79,$8.87,$45.74,$27.52,62.58%,$-15.42
SNPS,2021-08-15T16:17:16.404170200Z,$293.12,$108.48,$293.20,$282.95,205.17%,$150.25
RTX,2021-08-15T16:17:16.404170200Z,$87.25,$45.52,$94.79,$86.23,94.26%,$-5.31
SJM,2021-08-15T16:17:16.404170200Z,$132.68,$91.58,$138.77,$129.57,136.97%,$35.81
STX,2021-08-15T16:17:16.404170200Z,$90.34,$38.01,$104.23,$87.82,160.02%,$33.88
LUV,2021-08-15T16:17:16.404170200Z,$50.41,$23.87,$64.10,$51.30,92.28%,$-4.22
MGM,2021-08-15T16:17:16.404170200Z,$40.41,$7.14,$44.16,$39.49,121.00%,$7.01
SWK,2021-08-15T16:17:16.404170200Z,$200.12,$70.56,$219.96,$202.54,122.17%,$36.31
KIM,2021-08-15T16:17:16.404170200Z,$22.04,$7.48,$22.30,$21.08,119.96%,$3.67
TFX,2021-08-15T16:17:16.404170200Z,$366.08,$224.28,$443.46,$394.65,97.26%,$-10.30
O,2021-08-15T16:17:16.404170200Z,$71.95,$39.83,$77.02,$69.42,106.57%,$4.43
SYK,2021-08-15T16:17:16.404170200Z,$263.15,$124.32,$270.94,$262.12,127.23%,$56.32
STE,2021-08-15T16:17:16.404170200Z,$218.85,$106.55,$218.94,$212.41,146.23%,$69.18
REG,2021-08-15T16:17:16.404170200Z,$66.22,$30.34,$67.60,$64.86,115.28%,$8.78
K,2021-08-15T16:17:16.404170200Z,$65.57,$51.22,$68.96,$63.70,102.34%,$1.50
PPL,2021-08-15T16:17:16.404170200Z,$29.41,$17.30,$33.74,$28.49,90.43%,$-3.11
SPG,2021-08-15T16:17:16.404170200Z,$133.67,$40.79,$136.10,$128.04,100.93%,$1.24
PGR,2021-08-15T16:17:16.404170200Z,$96.12,$63.09,$106.99,$96.50,140.77%,$27.84
UA,2021-08-15T16:17:16.404170200Z,$21.57,$6.89,$21.90,$18.76,112.11%,$2.33
TXT,2021-08-15T16:17:16.404170200Z,$73.83,$21.61,$74.46,$69.00,162.80%,$28.48
PNC,2021-08-15T16:17:16.404170200Z,$190.38,$76.44,$198.06,$186.54,126.18%,$39.50
TTWO,2021-08-15T16:17:16.404170200Z,$160.35,$100.15,$213.34,$168.61,131.35%,$38.27
SIVB,2021-08-15T16:17:16.404170200Z,$581.73,$130.98,$606.83,$566.63,228.78%,$327.46
DGX,2021-08-15T16:17:16.404170200Z,$148.22,$71.08,$148.57,$139.12,145.36%,$46.25
TWTR,2021-08-15T16:17:16.404170200Z,$64.82,$22.00,$77.63,$68.47,200.68%,$32.52
SLG,2021-08-15T16:17:16.404170200Z,$73.16,$34.04,$87.46,$75.75,90.10%,$-8.04
RHI,2021-08-15T16:17:16.404170200Z,$103.58,$33.25,$103.58,$92.28,167.95%,$41.91
PH,2021-08-15T16:17:16.404170200Z,$293.00,$95.59,$321.84,$304.53,143.16%,$88.33
PNW,2021-08-15T16:17:16.404170200Z,$79.78,$59.22,$97.53,$82.41,96.29%,$-3.07
ROST,2021-08-15T16:17:16.404170200Z,$124.66,$59.69,$132.64,$122.66,107.54%,$8.74
TMO,2021-08-15T16:17:16.404170200Z,$544.64,$254.59,$544.64,$525.78,167.47%,$219.42
NEE,2021-08-15T16:17:16.404170200Z,$83.45,$44.26,$85.96,$77.59,144.28%,$25.61
STT,2021-08-15T16:17:16.404170200Z,$90.79,$41.23,$92.01,$85.40,117.82%,$13.73
PBCT,2021-08-15T16:17:16.404170200Z,$16.36,$8.77,$19.19,$16.03,107.08%,$1.08
VIAC,2021-08-15T16:17:16.404170200Z,$39.16,$10.91,$99.77,$41.40,97.68%,$-0.93
FTI,2021-08-15T16:17:16.404170200Z,$6.89,$3.65,$15.83,$7.73,44.33%,$-8.65
ROP,2021-08-15T16:17:16.404170200Z,$480.76,$252.23,$496.63,$484.75,132.92%,$119.07
TGT,2021-08-15T16:17:16.404170200Z,$261.54,$89.14,$264.07,$255.79,213.10%,$138.81
SNA,2021-08-15T16:17:16.404170200Z,$230.14,$92.35,$255.64,$223.34,141.82%,$67.86
TRV,2021-08-15T16:17:16.404170200Z,$156.31,$79.15,$160.77,$151.58,118.09%,$23.94
SEE,2021-08-15T16:17:16.404170200Z,$60.42,$17.21,$60.65,$57.43,159.29%,$22.49
ULTA,2021-08-15T16:17:16.404170200Z,$371.85,$128.52,$371.85,$344.06,146.08%,$117.30
HSY,2021-08-15T16:17:16.404170200Z,$179.40,$108.49,$180.28,$177.73,128.61%,$39.91
URI,2021-08-15T16:17:16.404170200Z,$353.11,$69.59,$357.50,$323.01,209.37%,$184.46
MAA,2021-08-15T16:17:16.404170200Z,$188.31,$80.17,$193.10,$183.77,154.60%,$66.51
SPGI,2021-08-15T16:17:16.404170200Z,$441.74,$190.07,$441.74,$421.19,161.02%,$167.39
COO,2021-08-15T16:17:16.404170200Z,$436.99,$243.38,$436.99,$409.61,135.20%,$113.78
TEL,2021-08-15T16:17:16.404170200Z,$152.57,$51.87,$152.57,$141.25,162.58%,$58.73
UAL,2021-08-15T16:17:16.404170200Z,$46.49,$19.92,$89.74,$48.22,51.81%,$-43.25
UAA,2021-08-15T16:17:16.404170200Z,$25.45,$7.71,$25.77,$21.62,116.85%,$3.67
TSCO,2021-08-15T16:17:16.404170200Z,$193.92,$66.37,$195.15,$186.50,212.12%,$102.50
SO,2021-08-15T16:17:16.404170200Z,$65.53,$40.95,$66.52,$63.18,111.47%,$6.74
WAT,2021-08-15T16:17:16.404170200Z,$405.27,$162.36,$405.27,$377.68,172.41%,$170.21
BK,2021-08-15T16:17:16.404170200Z,$53.87,$26.24,$54.77,$50.59,111.58%,$5.59
TJX,2021-08-15T16:17:16.404170200Z,$70.49,$36.36,$73.25,$68.05,115.94%,$9.69
TROW,2021-08-15T16:17:16.404170200Z,$214.85,$81.42,$217.29,$206.52,181.87%,$96.72
VRSN,2021-08-15T16:17:16.404170200Z,$209.44,$151.17,$233.53,$223.52,106.46%,$12.71
SWKS,2021-08-15T16:17:16.404170200Z,$183.39,$66.78,$199.06,$188.88,153.85%,$64.19
JNPR,2021-08-15T16:17:16.404170200Z,$28.89,$16.57,$29.05,$27.73,123.05%,$5.41
TT,2021-08-15T16:17:16.404170200Z,$191.18,$69.81,$206.56,$194.30,188.17%,$89.58
VRTX,2021-08-15T16:17:16.404170200Z,$194.36,$187.49,$303.10,$199.24,88.57%,$-25.09
WU,2021-08-15T16:17:16.404170200Z,$22.49,$16.76,$26.68,$23.02,91.09%,$-2.20
V,2021-08-15T16:17:16.404170200Z,$232.65,$134.52,$250.59,$241.50,123.01%,$43.53
ZBRA,2021-08-15T16:17:16.404170200Z,$571.07,$161.51,$571.07,$543.99,220.37%,$311.93
WELL,2021-08-15T16:17:16.404170200Z,$85.11,$31.24,$89.04,$85.79,114.05%,$10.48
UPS,2021-08-15T16:17:16.404170200Z,$193.98,$83.29,$216.46,$203.41,173.53%,$82.20
USB,2021-08-15T16:17:16.404170200Z,$58.22,$27.26,$61.76,$56.56,104.35%,$2.43
SHW,2021-08-15T16:17:16.404170200Z,$305.66,$130.83,$305.66,$285.29,162.48%,$117.54
WLTW,2021-08-15T16:17:16.404170200Z,$219.24,$144.63,$269.33,$219.79,109.50%,$19.02
CLX,2021-08-15T16:17:16.404170200Z,$168.45,$145.64,$232.44,$176.85,114.83%,$21.76
TFC,2021-08-15T16:17:16.404170200Z,$57.38,$24.22,$61.63,$54.80,108.29%,$4.39
DIS,2021-08-15T16:17:16.404170200Z,$181.08,$85.76,$201.91,$177.44,122.19%,$32.88
UNP,2021-08-15T16:17:16.404170200Z,$227.80,$111.26,$228.38,$220.33,128.86%,$51.01
UNH,2021-08-15T16:17:16.404170200Z,$409.67,$191.15,$421.90,$412.99,143.39%,$123.97
TSN,2021-08-15T16:17:16.404170200Z,$81.91,$42.77,$89.95,$72.95,94.59%,$-4.68
WEC,2021-08-15T16:17:16.404170200Z,$96.21,$67.94,$101.93,$93.13,111.42%,$9.86
MOS,2021-08-15T16:17:16.404170200Z,$33.56,$6.92,$37.47,$31.03,159.05%,$12.46
WM,2021-08-15T16:17:16.404170200Z,$150.61,$85.85,$150.61,$145.44,135.57%,$39.52
WRK,2021-08-15T16:17:16.404170200Z,$51.22,$21.37,$61.29,$50.13,123.19%,$9.64
WDC,2021-08-15T16:17:16.404170200Z,$63.15,$28.81,$77.17,$66.42,97.50%,$-1.62
UNM,2021-08-15T16:17:16.404170200Z,$27.05,$9.53,$31.55,$27.15,100.39%,$0.11
VRSK,2021-08-15T16:17:16.404170200Z,$191.24,$120.23,$207.28,$185.46,127.78%,$41.58
UHS,2021-08-15T16:17:16.404170200Z,$149.39,$67.50,$160.62,$152.75,105.43%,$7.69
TXN,2021-08-15T16:17:16.404170200Z,$188.70,$89.93,$194.76,$189.09,152.51%,$64.97
XLNX,2021-08-15T16:17:16.404170200Z,$146.63,$68.23,$152.11,$140.03,146.46%,$46.51
TDG,2021-08-15T16:17:16.404170200Z,$605.97,$245.79,$682.63,$640.57,106.79%,$38.53
VLO,2021-08-15T16:17:16.404170200Z,$66.25,$29.72,$87.25,$67.07,77.33%,$-19.42
WBA,2021-08-15T16:17:16.404170200Z,$49.29,$32.53,$56.32,$47.22,88.70%,$-6.28
VFC,2021-08-15T16:17:16.404170200Z,$80.81,$44.55,$96.43,$81.20,83.80%,$-15.62
XRX,2021-08-15T16:17:16.404170200Z,$23.90,$13.98,$35.45,$23.73,69.75%,$-10.36
SYY,2021-08-15T16:17:16.404170200Z,$79.44,$29.90,$85.74,$74.31,98.05%,$-1.58
WAB,2021-08-15T16:17:16.404170200Z,$88.91,$40.34,$89.37,$83.26,111.10%,$8.89
VTR,2021-08-15T16:17:16.404170200Z,$57.09,$15.72,$60.40,$58.72,109.26%,$4.84
ZTS,2021-08-15T16:17:16.404170200Z,$201.48,$91.87,$204.79,$199.16,151.71%,$68.68
WFC,2021-08-15T16:17:16.404170200Z,$50.37,$20.84,$51.17,$45.53,98.43%,$-0.80
ZION,2021-08-15T16:17:16.404170200Z,$55.41,$23.08,$60.27,$52.24,111.03%,$5.51
XEL,2021-08-15T16:17:16.404170200Z,$69.04,$48.35,$73.18,$68.27,115.19%,$9.11
VZ,2021-08-15T16:17:16.404170200Z,$55.87,$46.80,$59.77,$55.82,98.67%,$-0.75
YUM,2021-08-15T16:17:16.404170200Z,$134.96,$55.21,$134.96,$123.18,135.84%,$35.61
ZBH,2021-08-15T16:17:16.404170200Z,$146.09,$79.75,$178.35,$156.34,98.99%,$-1.49
WY,2021-08-15T16:17:16.404170200Z,$34.82,$13.26,$40.61,$34.49,121.79%,$6.23
WST,2021-08-15T16:17:16.404170200Z,$434.28,$128.49,$434.28,$389.27,287.55%,$283.25
WHR,2021-08-15T16:17:16.404170200Z,$232.50,$61.88,$251.47,$220.96,163.98%,$90.71
WMT,2021-08-15T16:17:16.404170200Z,$149.53,$101.15,$150.45,$142.09,129.33%,$33.91
UDR,2021-08-15T16:17:16.404170200Z,$53.49,$28.43,$55.59,$53.16,123.49%,$10.17
WRB,2021-08-15T16:17:16.404170200Z,$74.56,$42.67,$80.75,$74.64,110.07%,$6.82
WYNN,2021-08-15T16:17:16.404170200Z,$95.52,$43.02,$150.94,$105.14,67.08%,$-46.89
XYL,2021-08-15T16:17:16.404170200Z,$131.53,$55.78,$131.53,$123.47,167.78%,$53.13
VMC,2021-08-15T16:17:16.404170200Z,$189.79,$75.65,$193.41,$177.85,135.03%,$49.23
VNO,2021-08-15T16:17:16.404170200Z,$42.69,$27.20,$62.32,$43.98,71.76%,$-16.80
WMB,2021-08-15T16:17:16.404170200Z,$24.83,$8.46,$27.82,$25.51,118.49%,$3.88
ABMD,2021-08-15T16:17:46.417404200Z,$321.65,$130.51,$355.13,$324.80,190.54%,$152.84
AMZN,2021-08-15T16:17:46.417404200Z,$3293.97,$1676.61,$3731.41,$3531.94,173.55%,$1395.96
AKAM,2021-08-15T16:17:46.417404200Z,$116.29,$80.05,$120.44,$117.09,132.69%,$28.65
AMCR,2021-08-15T16:17:46.417404200Z,$12.15,$5.65,$12.37,$11.57,121.84%,$2.18
AMD,2021-08-15T16:17:46.417404200Z,$110.55,$38.71,$118.77,$97.59,225.15%,$61.45
GOOGL,2021-08-15T16:17:46.417404200Z,$2754.55,$1054.13,$2754.55,$2616.73,201.26%,$1385.87
ADS,2021-08-15T16:17:46.417404200Z,$92.04,$22.18,$124.44,$98.08,83.94%,$-17.62
ALXN,2021-08-15T16:17:46.417404200Z,$182.50,$75.56,$186.61,$182.49,169.23%,$74.66
ALB,2021-08-15T16:17:46.417404200Z,$235.22,$50.09,$239.03,$195.99,331.01%,$164.16
GOOG,2021-08-15T16:17:46.417404200Z,$2768.12,$1056.62,$2792.89,$2675.73,202.44%,$1400.75
AIG,2021-08-15T16:17:46.417404200Z,$54.61,$18.00,$54.61,$48.18,111.44%,$5.61
ALK,2021-08-15T16:17:46.417404200Z,$57.62,$23.56,$73.74,$58.05,85.00%,$-10.17
AAP,2021-08-15T16:17:46.417404200Z,$206.43,$74.05,$215.40,$209.87,131.57%,$49.54
AZO,2021-08-15T16:17:46.417404200Z,$1612.61,$723.22,$1660.11,$1595.36,135.54%,$422.87
ACN,2021-08-15T16:17:46.417404200Z,$323.45,$140.65,$323.45,$313.79,157.85%,$118.54
ANET,2021-08-15T16:17:46.417404200Z,$364.07,$157.04,$382.12,$372.77,177.84%,$159.35
ABT,2021-08-15T16:17:46.417404200Z,$123.06,$61.40,$127.28,$119.65,145.42%,$38.44
ABBV,2021-08-15T16:17:46.417404200Z,$116.48,$59.82,$118.87,$116.04,142.13%,$34.53
ALLE,2021-08-15T16:17:46.417404200Z,$138.01,$77.43,$142.18,$137.64,112.04%,$14.83
APD,2021-08-15T16:17:46.417404200Z,$279.74,$171.13,$307.86,$287.18,124.99%,$55.93
BSX,2021-08-15T16:17:46.417404200Z,$44.33,$25.83,$45.71,$43.76,97.79%,$-1.00
AEP,2021-08-15T16:17:46.417404200Z,$89.69,$66.50,$99.12,$86.56,101.71%,$1.51
A,2021-08-15T16:17:46.417404200Z,$159.23,$62.68,$159.23,$151.34,187.29%,$74.21
AFL,2021-08-15T16:17:46.417404200Z,$57.26,$24.40,$57.48,$54.25,111.75%,$6.02
KMX,2021-08-15T16:17:46.417404200Z,$128.09,$44.27,$139.70,$133.66,143.10%,$38.58
ANSS,2021-08-15T16:17:46.417404200Z,$362.59,$204.46,$403.60,$358.80,139.68%,$103.00
ADBE,2021-08-15T16:17:46.417404200Z,$637.31,$285.00,$637.31,$613.45,190.57%,$302.88
